model,data_augmentations,instance_id,train_trial_index,score,score_name,unique_id_inc_seed,split,sub_split
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4957,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4957_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4958,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4958_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4959,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4959_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4960,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4960_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4961,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4961_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4962,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4962_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4963,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4963_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4964,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4964_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4965,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4965_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4966,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4966_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4967,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4967_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4968,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4968_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4969,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4969_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4970,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4970_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4971,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4971_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4972,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4972_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4973,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4973_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4974,0,1.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4974_0",test,
ai21_j2-grande,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.3/commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated,model=ai21_j2-grande,data_augmentation=canonical",id4975,0,0.0,exact_match,"commonsense:dataset=openbookqa,method=multiple_choice_separate_calibrated_id4975_0",test,
