,model,balanced_score,n_samples,trial_num,win_rate,scenario
0,AlephAlpha_luminous-base,0.14,50,0,0.19444444444444445,truthful_qa
1,AlephAlpha_luminous-extended,0.08,50,0,0.0,truthful_qa
2,AlephAlpha_luminous-supreme,0.18,50,0,0.4722222222222222,truthful_qa
3,ai21_j1-grande,0.18,50,0,0.4722222222222222,truthful_qa
4,ai21_j1-grande-v2-beta,0.3,50,0,0.8611111111111112,truthful_qa
5,ai21_j1-jumbo,0.14,50,0,0.19444444444444445,truthful_qa
6,ai21_j1-large,0.14,50,0,0.19444444444444445,truthful_qa
7,anthropic_stanford-online-all-v4-s3,0.3809523809523809,50,0,0.9166666666666666,truthful_qa
8,cohere_command-medium-beta,0.1,50,0,0.05555555555555555,truthful_qa
9,cohere_command-xlarge-beta,0.24,50,0,0.75,truthful_qa
10,cohere_large-20220720,0.08,50,0,0.0,truthful_qa
11,cohere_medium-20220720,0.24,50,0,0.75,truthful_qa
12,cohere_medium-20221108,0.14,50,0,0.19444444444444445,truthful_qa
13,cohere_small-20220720,0.2,50,0,0.6111111111111112,truthful_qa
14,cohere_xlarge-20220609,0.18,50,0,0.4722222222222222,truthful_qa
15,cohere_xlarge-20221108,0.12,50,0,0.1388888888888889,truthful_qa
16,microsoft_TNLGv2_530B,0.18,50,0,0.4722222222222222,truthful_qa
17,microsoft_TNLGv2_7B,0.16,50,0,0.4166666666666667,truthful_qa
18,openai_ada,0.2,50,0,0.6111111111111112,truthful_qa
19,openai_babbage,0.14,50,0,0.19444444444444445,truthful_qa
20,openai_curie,0.18,50,0,0.4722222222222222,truthful_qa
21,openai_davinci,0.1,50,0,0.05555555555555555,truthful_qa
22,openai_text-ada-001,0.26,50,0,0.8055555555555556,truthful_qa
23,openai_text-babbage-001,0.22,50,0,0.7222222222222222,truthful_qa
24,openai_text-curie-001,0.26,50,0,0.8055555555555556,truthful_qa
25,openai_text-davinci-002,0.58,50,0,0.9722222222222222,truthful_qa
26,openai_text-davinci-003,0.62,50,0,1.0,truthful_qa
27,together_bloom,0.1111111111111111,50,0,0.1111111111111111,truthful_qa
28,together_glm,0.2063492063492063,50,0,0.6666666666666666,truthful_qa
29,together_gpt-j-6b,0.2063492063492063,50,0,0.6666666666666666,truthful_qa
30,together_gpt-neox-20b,0.1587301587301587,50,0,0.3611111111111111,truthful_qa
31,together_opt-175b,0.3015873015873015,50,0,0.8888888888888888,truthful_qa
32,together_opt-66b,0.1428571428571428,50,0,0.3333333333333333,truthful_qa
33,together_t0pp,0.3968253968253968,50,0,0.9444444444444444,truthful_qa
34,together_t5-11b,0.1269841269841269,50,0,0.16666666666666666,truthful_qa
35,together_ul2,0.1746031746031746,50,0,0.4444444444444444,truthful_qa
36,together_yalm,0.1587301587301587,50,0,0.3611111111111111,truthful_qa
0,AlephAlpha_luminous-base,0.12,50,1,0.1388888888888889,truthful_qa
1,AlephAlpha_luminous-extended,0.1,50,1,0.027777777777777776,truthful_qa
2,AlephAlpha_luminous-supreme,0.18,50,1,0.5833333333333334,truthful_qa
3,ai21_j1-grande,0.08,50,1,0.0,truthful_qa
4,ai21_j1-grande-v2-beta,0.24,50,1,0.8333333333333334,truthful_qa
5,ai21_j1-jumbo,0.16,50,1,0.4166666666666667,truthful_qa
6,ai21_j1-large,0.14,50,1,0.2222222222222222,truthful_qa
7,anthropic_stanford-online-all-v4-s3,0.2238805970149253,50,1,0.7777777777777778,truthful_qa
8,cohere_command-medium-beta,0.14,50,1,0.2222222222222222,truthful_qa
9,cohere_command-xlarge-beta,0.24,50,1,0.8333333333333334,truthful_qa
10,cohere_large-20220720,0.18,50,1,0.5833333333333334,truthful_qa
11,cohere_medium-20220720,0.18,50,1,0.5833333333333334,truthful_qa
12,cohere_medium-20221108,0.18,50,1,0.5833333333333334,truthful_qa
13,cohere_small-20220720,0.26,50,1,0.8888888888888888,truthful_qa
14,cohere_xlarge-20220609,0.14,50,1,0.2222222222222222,truthful_qa
15,cohere_xlarge-20221108,0.1,50,1,0.027777777777777776,truthful_qa
16,microsoft_TNLGv2_530B,0.18,50,1,0.5833333333333334,truthful_qa
17,microsoft_TNLGv2_7B,0.1,50,1,0.027777777777777776,truthful_qa
18,openai_ada,0.22,50,1,0.75,truthful_qa
19,openai_babbage,0.16,50,1,0.4166666666666667,truthful_qa
20,openai_curie,0.16,50,1,0.4166666666666667,truthful_qa
21,openai_davinci,0.12,50,1,0.1388888888888889,truthful_qa
22,openai_text-ada-001,0.14,50,1,0.2222222222222222,truthful_qa
23,openai_text-babbage-001,0.14,50,1,0.2222222222222222,truthful_qa
24,openai_text-curie-001,0.26,50,1,0.8888888888888888,truthful_qa
25,openai_text-davinci-002,0.66,50,1,1.0,truthful_qa
26,openai_text-davinci-003,0.62,50,1,0.9722222222222222,truthful_qa
27,together_bloom,0.1044776119402985,50,1,0.1111111111111111,truthful_qa
28,together_glm,0.1940298507462686,50,1,0.7222222222222222,truthful_qa
29,together_gpt-j-6b,0.1791044776119403,50,1,0.5,truthful_qa
30,together_gpt-neox-20b,0.1343283582089552,50,1,0.19444444444444445,truthful_qa
31,together_opt-175b,0.1492537313432835,50,1,0.3611111111111111,truthful_qa
32,together_opt-66b,0.1492537313432835,50,1,0.3611111111111111,truthful_qa
33,together_t0pp,0.3432835820895522,50,1,0.9444444444444444,truthful_qa
34,together_t5-11b,0.1791044776119403,50,1,0.5,truthful_qa
35,together_ul2,0.1791044776119403,50,1,0.5,truthful_qa
36,together_yalm,0.2388059701492537,50,1,0.8055555555555556,truthful_qa
0,AlephAlpha_luminous-base,0.16,50,2,0.1388888888888889,truthful_qa
1,AlephAlpha_luminous-extended,0.24,50,2,0.6944444444444444,truthful_qa
2,AlephAlpha_luminous-supreme,0.22,50,2,0.5833333333333334,truthful_qa
3,ai21_j1-grande,0.2,50,2,0.4722222222222222,truthful_qa
4,ai21_j1-grande-v2-beta,0.28,50,2,0.8611111111111112,truthful_qa
5,ai21_j1-jumbo,0.24,50,2,0.6944444444444444,truthful_qa
6,ai21_j1-large,0.22,50,2,0.5833333333333334,truthful_qa
7,anthropic_stanford-online-all-v4-s3,0.3174603174603174,50,2,0.8888888888888888,truthful_qa
8,cohere_command-medium-beta,0.08,50,2,0.0,truthful_qa
9,cohere_command-xlarge-beta,0.2,50,2,0.4722222222222222,truthful_qa
10,cohere_large-20220720,0.18,50,2,0.3888888888888889,truthful_qa
11,cohere_medium-20220720,0.16,50,2,0.1388888888888889,truthful_qa
12,cohere_medium-20221108,0.16,50,2,0.1388888888888889,truthful_qa
13,cohere_small-20220720,0.32,50,2,0.9166666666666666,truthful_qa
14,cohere_xlarge-20220609,0.14,50,2,0.05555555555555555,truthful_qa
15,cohere_xlarge-20221108,0.16,50,2,0.1388888888888889,truthful_qa
16,microsoft_TNLGv2_530B,0.16,50,2,0.1388888888888889,truthful_qa
17,microsoft_TNLGv2_7B,0.16,50,2,0.1388888888888889,truthful_qa
18,openai_ada,0.24,50,2,0.6944444444444444,truthful_qa
19,openai_babbage,0.12,50,2,0.027777777777777776,truthful_qa
20,openai_curie,0.22,50,2,0.5833333333333334,truthful_qa
21,openai_davinci,0.2,50,2,0.4722222222222222,truthful_qa
22,openai_text-ada-001,0.16,50,2,0.1388888888888889,truthful_qa
23,openai_text-babbage-001,0.16,50,2,0.1388888888888889,truthful_qa
24,openai_text-curie-001,0.18,50,2,0.3888888888888889,truthful_qa
25,openai_text-davinci-002,0.62,50,2,1.0,truthful_qa
