"Task&Skill","tot","prefetch","hit","prefetch_rate","acc"
"Overall","1000","532","615","53.2","61.5"
"scientific reasoning","122","92","68","75.40983606557377","55.73770491803278"
"textbook question answering","158","105","104","66.45569620253164","65.82278481012658"
"numeric commonsense","144","39","52","27.083333333333332","36.11111111111111"
"arithmetic reasoning","353","108","198","30.59490084985836","56.09065155807366"
"visual question answering","179","91","83","50.83798882681564","46.36871508379888"
"geometry reasoning","239","177","176","74.05857740585773","73.64016736401673"
"algebraic reasoning","281","203","201","72.24199288256227","71.53024911032028"
"geometry problem solving","208","167","157","80.28846153846155","75.48076923076923"
"math word problem","186","29","126","15.591397849462366","67.74193548387096"
"logical reasoning","37","24","12","64.86486486486487","32.432432432432435"
"figure question answering","269","140","145","52.04460966542751","53.90334572490706"
"statistical reasoning","301","129","196","42.857142857142854","65.11627906976744"
