"Task&Skill","tot","prefetch","hit","prefetch_rate","acc"
"Overall","1000","618","680","61.8","68.0"
"scientific reasoning","122","91","78","74.59016393442623","63.934426229508205"
"textbook question answering","158","103","104","65.18987341772153","65.82278481012658"
"numeric commonsense","144","64","65","44.44444444444444","45.13888888888889"
"arithmetic reasoning","353","172","227","48.725212464589234","64.30594900849859"
"visual question answering","179","101","107","56.424581005586596","59.77653631284916"
"geometry reasoning","239","156","162","65.27196652719665","67.78242677824268"
"algebraic reasoning","281","182","186","64.76868327402136","66.19217081850533"
"geometry problem solving","208","146","143","70.1923076923077","68.75"
"math word problem","186","100","137","53.76344086021505","73.65591397849462"
"logical reasoning","37","23","9","62.16216216216216","24.324324324324326"
"figure question answering","269","168","189","62.45353159851301","70.26022304832715"
"statistical reasoning","301","162","236","53.820598006644516","78.40531561461795"
